Date,Demographic_category,Administered_Dose1,Administered_Dose1_pct_known,Administered_Dose1_pct_US,Series_Complete_Yes,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup,Series_Complete_Pop_Pct_known,Series_Complete_Pop_Pct_US,Booster_Doses_Vax_pct_agegroup,Booster_Doses_Pop_Pct_known,Booster_Doses_Vax_Pct_US,Booster_Doses_Pop_Pct_known_Last14Days,Booster_Doses_Yes,Booster_Doses_Yes_Last14Days
09/24/2021,Ages_<5yrs,"7,205",0,0,"2,499",0,0,0,0,0,0,0,0,0,0
09/24/2021,Sex_Female,"110,775,327",52.5,52,"98,076,244",65.7,58.2,52.7,52.3,2,55.1,52.7,55.2,"1,941,482","610,002"
09/24/2021,Ages_18-24_yrs,"19,380,612",9.1,9.1,"16,186,444",63.4,52.9,8.6,8.6,0.3,1.4,8.6,1.2,"48,967","12,916"
09/24/2021,Race_eth_Hispanic,"30,870,151",19.6,14.5,"27,093,795",48.4,42.5,18.8,14.4,1.2,10.4,18.8,10.2,"321,796","99,774"
09/24/2021,Sex_known,"211,008,111",99.9,99.1,"186,160,627",,,99.9,99.2,1.9,99.9,99.9,99.9,"3,524,737","1,105,617"
09/24/2021,Race_eth_NHAsian,"10,229,339",6.5,4.8,"9,863,948",53.9,51.9,6.8,5.3,1.6,5,6.8,5.2,"154,512","51,177"
09/24/2021,Ages_50-64_yrs,"52,310,215",24.6,24.6,"47,190,754",82.2,74.1,25.2,25.2,1.7,23,25.2,20,"810,856","221,184"
09/24/2021,Race_eth_known,"157,378,317",99.9,73.9,"144,410,013",,,99.9,77,2.1,99.9,99.9,99.9,"3,101,330","980,215"
09/24/2021,Ages_40-49_yrs,"30,569,744",14.4,14.4,"26,952,895",74.9,66.1,14.4,14.4,1.1,8.5,14.4,7.3,"299,223","80,640"
09/24/2021,Race_eth_NHAIAN,"1,375,433",0.9,0.6,"1,185,399",56.5,48.7,0.8,0.6,2,0.8,0.8,0.8,"24,210","7,635"
09/24/2021,Race_eth_NHNHOPI,"481,036",0.3,0.2,"435,347",51.8,46.9,0.3,0.2,1.3,0.2,0.3,0.2,"5,598","1,832"
09/24/2021,Race_eth_NHBlack,"15,500,144",9.8,7.3,"13,627,542",37.6,33.1,9.4,7.3,1.4,6.1,9.4,6.4,"189,613","62,750"
09/24/2021,Ages_65-74_yrs,"30,181,314",14.2,14.2,"27,583,558",94.7,86.5,14.7,14.7,4.2,32.6,14.7,35.2,"1,150,777","390,155"
09/24/2021,Ages_16-17_yrs,"5,175,743",2.4,2.4,"4,412,718",61.7,52.6,2.4,2.4,0.2,0.3,2.4,0.2,"9,316","1,941"
09/24/2021,US,"212,913,863",,100,"187,586,848",64.1,56.5,,100,1.9,,100,,"3,529,749","1,107,261"
09/24/2021,Age_unknown,"22,014",0,0,"5,461",,,0,0,0,0,0,0,0,0
09/24/2021,Race_eth_NHWhite,"89,401,882",56.8,42,"83,754,883",45.3,42.4,58,44.6,2.6,69.1,58,69.3,"2,142,094","679,180"
09/24/2021,Ages_5-11_yrs,"193,830",0.1,0.1,"123,173",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/24/2021,Ages_12-15_yrs,"9,176,635",4.3,4.3,"7,536,095",54.3,44.6,4,4,0.2,0.4,4,0.2,"12,415","2,717"
09/24/2021,Race_eth_NHMult_Oth,"9,520,332",6,4.5,"8,449,099",95,95,5.9,4.5,3.1,8.5,5.8,7.9,"263,507","77,867"
09/24/2021,Ages_<12yrs,"205,159",0.1,0.1,"126,786",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/24/2021,Ages_25-39_yrs,"45,374,556",21.3,21.3,"38,935,446",66.3,56.9,20.8,20.8,0.7,7.7,20.8,7,"271,072","77,727"
09/24/2021,Sex_Male,"100,232,784",47.5,47.1,"88,084,383",61.3,53.9,47.3,47,1.8,44.9,47.3,44.8,"1,583,255","495,615"
09/24/2021,Ages_12-17_yrs,"14,352,378",6.7,6.7,"11,948,813",56.7,47.2,6.4,6.4,0.2,0.6,6.4,0.4,"21,731","4,658"
09/24/2021,Sex_unknown,"1,905,752",0.9,0.9,"1,426,221",,,0.8,0.8,0.4,0.1,0.8,0.1,"5,012","1,644"
09/23/2021,Ages_16-17_yrs,"5,166,199",2.4,2.4,"4,396,400",61.6,52.4,2.3,2.3,0.2,0.3,2.4,0.2,"9,149","2,013"
09/23/2021,Race_eth_NHWhite,"89,288,246",56.8,42,"83,593,764",45.2,42.4,58,44.7,2.4,68.7,58,67.8,"1,972,993","538,433"
09/23/2021,Ages_<12yrs,"205,083",0.1,0.1,"126,694",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/23/2021,US,"212,592,365",,100,"187,173,947",64,56.4,,100,1.7,,100,,"3,271,746","897,926"
09/23/2021,Age_known,"212,570,383",99.9,99.9,"187,168,493",,,99.9,99.9,1.7,99.9,99.9,99.9,"3,271,746","897,926"
09/23/2021,Ages_25-39_yrs,"45,279,232",21.3,21.3,"38,813,597",66.2,56.8,20.7,20.7,0.7,7.8,20.8,7.4,"254,312","66,106"
09/23/2021,Race_eth_NHAsian,"10,220,931",6.5,4.8,"9,852,461",53.8,51.9,6.8,5.3,1.5,5,6.8,5.4,"142,980","42,841"
09/23/2021,Race_eth_unknown,"55,447,920",35.3,26.1,"43,087,981",,,29.9,23,0.9,13.9,29.9,13.1,"400,414","104,304"
09/23/2021,Ages_<5yrs,"7,197",0,0,"2,496",0,0,0,0,0,0,0,0,0,0
09/23/2021,Ages_50-64_yrs,"52,257,310",24.6,24.6,"47,117,493",82.1,74,25.2,25.2,1.6,23.6,25.2,21.5,"770,987","193,235"
09/23/2021,Race_eth_Hispanic,"30,808,694",19.6,14.5,"27,010,235",48.3,42.4,18.7,14.4,1.1,10.6,18.7,10.9,"303,388","86,810"
09/23/2021,Race_eth_NHBlack,"15,462,033",9.8,7.3,"13,582,485",37.5,33,9.4,7.3,1.3,6.2,9.4,6.8,"178,245","53,896"
09/23/2021,Race_eth_NHNHOPI,"479,920",0.3,0.2,"433,810",51.7,46.7,0.3,0.2,1.2,0.2,0.3,0.2,"5,215","1,545"
09/23/2021,Ages_5-11_yrs,"193,768",0.1,0.1,"123,086",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/23/2021,Sex_Female,"110,611,014",52.5,52,"97,858,603",65.6,58.1,52.7,52.3,1.8,55,52.7,55.2,"1,798,229","494,781"
09/23/2021,Ages_40-49_yrs,"30,523,874",14.4,14.4,"26,889,177",74.8,65.9,14.4,14.4,1.1,8.6,14.4,7.7,"282,872","69,574"
09/23/2021,Age_unknown,"21,982",0,0,"5,454",,,0,0,0,0,0,0,0,0
09/23/2021,Ages_75+_yrs,"20,499,422",9.6,9.6,"18,645,372",89.5,81.4,10,10,4.6,26,10,28.2,"849,861","253,542"
09/23/2021,Ages_65-74_yrs,"30,152,722",14.2,14.2,"27,561,355",94.6,86.4,14.7,14.7,3.8,32,14.7,33.3,"1,045,585","298,972"
09/23/2021,Race_eth_NHAIAN,"1,373,266",0.9,0.6,"1,182,704",56.4,48.6,0.8,0.6,1.9,0.8,0.8,0.8,"22,636","6,302"
09/23/2021,Sex_known,"210,688,829",99.9,99.1,"185,749,619",,,99.9,99.2,1.8,99.9,99.9,99.9,"3,267,080","896,586"
09/23/2021,Sex_unknown,"1,903,536",0.9,0.9,"1,424,328",,,0.8,0.8,0.3,0.1,0.8,0.1,"4,666","1,340"
09/23/2021,Sex_Male,"100,077,815",47.5,47.1,"87,891,016",61.2,53.8,47.3,47,1.7,45,47.3,44.8,"1,468,851","401,805"
09/23/2021,Ages_12-15_yrs,"9,148,064",4.3,4.3,"7,488,185",54.1,44.3,4,4,0.2,0.4,4,0.3,"12,139","2,730"
09/23/2021,Race_eth_NHMult_Oth,"9,507,159",6.1,4.5,"8,427,754",95,95,5.8,4.5,2.9,8.6,5.8,8,"245,875","63,795"
09/23/2021,Ages_18-24_yrs,"19,338,477",9.1,9.1,"16,130,220",63.2,52.7,8.6,8.6,0.3,1.4,8.6,1.3,"46,841","11,754"
09/23/2021,Race_eth_known,"157,140,249",99.9,73.9,"144,083,213",,,99.9,77,2,99.9,99.9,99.9,"2,871,332","793,622"
09/23/2021,Ages_12-17_yrs,"14,314,263",6.7,6.7,"11,884,585",56.6,47,6.3,6.3,0.2,0.7,6.4,0.5,"21,288","4,743"
09/22/2021,Ages_65-74_yrs,"30,135,634",14.2,14.2,"27,543,483",94.5,86.4,14.7,14.7,3.7,31.8,14.8,32.4,"1,007,955","292,200"
09/22/2021,Ages_75+_yrs,"20,489,047",9.7,9.6,"18,636,041",89.4,81.4,10,10,4.4,25.8,10,27.5,"818,480","247,967"
09/22/2021,Ages_<12yrs,"205,025",0.1,0.1,"126,614",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/22/2021,Race_eth_NHNHOPI,"479,066",0.3,0.2,"432,663",51.6,46.6,0.3,0.2,1.2,0.2,0.3,0.2,"5,041","1,572"
09/22/2021,Race_eth_unknown,"55,382,164",35.3,26.1,"43,017,081",,,29.9,23,0.9,13.9,29.9,13.2,"387,672","104,950"
09/22/2021,Sex_Female,"110,482,134",52.5,52,"97,689,732",65.6,58,52.7,52.3,1.8,55.1,52.7,55.5,"1,742,606","499,757"
09/22/2021,US,"212,336,922",,100,"186,845,835",64,56.3,,100,1.7,,100,,"3,169,622","902,375"
09/22/2021,Race_eth_Hispanic,"30,759,893",19.6,14.5,"26,945,308",48.2,42.3,18.7,14.4,1.1,10.6,18.7,11.3,"294,934","90,121"
09/22/2021,Race_eth_known,"156,950,573",99.9,73.9,"143,826,019",,,99.9,77,1.9,99.9,99.9,99.9,"2,781,950","797,425"
09/22/2021,Ages_25-39_yrs,"45,198,057",21.3,21.3,"38,713,124",66.1,56.6,20.7,20.7,0.6,7.8,20.7,7.7,"248,121","69,813"
09/22/2021,Sex_known,"210,435,144",99.9,99.1,"185,423,172",,,99.9,99.2,1.7,99.9,99.9,99.9,"3,165,119","900,989"
09/22/2021,Sex_unknown,"1,901,778",0.9,0.9,"1,422,663",,,0.8,0.8,0.3,0.1,0.8,0.2,"4,503","1,386"
09/22/2021,Ages_18-24_yrs,"19,300,162",9.1,9.1,"16,080,466",63.1,52.6,8.6,8.6,0.3,1.4,8.6,1.4,"45,848","12,453"
09/22/2021,Ages_12-15_yrs,"9,129,503",4.3,4.3,"7,458,903",54,44.1,4,4,0.2,0.4,4,0.3,"11,994","2,956"
09/22/2021,Ages_50-64_yrs,"52,213,498",24.6,24.6,"47,058,900",82,73.9,25.2,25.2,1.6,23.7,25.2,22.3,"752,056","201,239"
09/22/2021,Sex_Male,"99,953,010",47.5,47.1,"87,733,440",61.1,53.7,47.3,47,1.6,44.9,47.3,44.5,"1,422,513","401,232"
09/22/2021,Ages_16-17_yrs,"5,158,253",2.4,2.4,"4,384,118",61.5,52.3,2.3,2.3,0.2,0.3,2.3,0.2,"9,013","2,114"
09/22/2021,Age_known,"212,314,976",99.9,99.9,"186,840,386",,,99.9,99.9,1.7,99.9,99.9,99.9,"3,169,622","902,375"
09/22/2021,Ages_<5yrs,"7,188",0,0,"2,496",0,0,0,0,0,0,0,0,0,0
09/22/2021,Race_eth_NHAsian,"10,215,396",6.5,4.8,"9,844,743",53.8,51.8,6.8,5.3,1.4,5,6.8,5.4,"138,568","43,259"
09/22/2021,Race_eth_NHAIAN,"1,370,924",0.9,0.6,"1,179,955",56.3,48.5,0.8,0.6,1.9,0.8,0.8,0.8,"21,817","6,411"
09/22/2021,Race_eth_NHBlack,"15,427,297",9.8,7.3,"13,540,930",37.4,32.9,9.4,7.2,1.3,6.2,9.4,6.8,"172,076","53,984"
09/22/2021,Ages_40-49_yrs,"30,485,797",14.4,14.4,"26,838,737",74.7,65.8,14.4,14.4,1,8.7,14.4,8.2,"276,155","73,633"
09/22/2021,Ages_5-11_yrs,"193,724",0.1,0.1,"123,008",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/22/2021,Ages_12-17_yrs,"14,287,756",6.7,6.7,"11,843,021",56.5,46.8,6.3,6.3,0.2,0.7,6.3,0.6,"21,007","5,070"
09/22/2021,Race_eth_NHWhite,"89,201,097",56.8,42,"83,470,310",45.2,42.3,58,44.7,2.3,68.7,58,67.5,"1,910,722","537,924"
09/22/2021,Race_eth_NHMult_Oth,"9,496,900",6.1,4.5,"8,412,110",95,95,5.8,4.5,2.8,8.6,5.8,8,"238,792","64,154"
09/22/2021,Age_unknown,"21,946",0,0,"5,449",,,0,0,0,0,0,0,0,0
09/21/2021,Sex_Male,"99,826,667",47.5,47.1,"87,570,652",61.1,53.6,47.3,47,1.6,44.9,47.3,44.5,"1,383,959","406,335"
09/21/2021,Race_eth_NHAsian,"10,209,730",6.5,4.8,"9,836,792",53.7,51.8,6.9,5.3,1.4,5,6.8,5.4,"134,890","43,684"
09/21/2021,Sex_Female,"110,355,969",52.5,52,"97,519,107",65.5,57.9,52.7,52.3,1.7,55.1,52.7,55.5,"1,696,122","506,525"
09/21/2021,Ages_50-64_yrs,"52,170,380",24.6,24.6,"46,999,702",82,73.8,25.2,25.2,1.6,23.9,25.2,22.7,"735,733","207,551"
09/21/2021,Race_eth_unknown,"55,318,323",35.3,26.1,"42,947,150",,,29.9,23,0.9,13.9,29.9,13.1,"377,376","105,682"
09/21/2021,Ages_16-17_yrs,"5,149,606",2.4,2.4,"4,370,508",61.4,52.1,2.3,2.3,0.2,0.3,2.3,0.2,"8,898","2,196"
09/21/2021,Age_unknown,"21,927",0,0,"5,438",,,0,0,0,0,0,0,0,0
09/21/2021,Ages_65-74_yrs,"30,119,825",14.2,14.2,"27,525,731",94.5,86.3,14.8,14.8,3.6,31.7,14.8,32,"977,680","292,959"
09/21/2021,Ages_12-15_yrs,"9,109,635",4.3,4.3,"7,427,696",53.9,43.9,4,4,0.2,0.4,4,0.3,"11,805","3,032"
09/21/2021,Ages_5-11_yrs,"193,684",0.1,0.1,"122,922",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/21/2021,Ages_25-39_yrs,"45,116,449",21.3,21.3,"38,609,823",66,56.5,20.7,20.7,0.6,7.9,20.7,7.8,"242,803","71,652"
09/21/2021,Race_eth_Hispanic,"30,709,068",19.6,14.5,"26,875,503",48.2,42.2,18.7,14.4,1.1,10.6,18.7,11.5,"287,617","93,286"
09/21/2021,Ages_18-24_yrs,"19,262,351",9.1,9.1,"16,031,350",63,52.4,8.6,8.6,0.3,1.5,8.6,1.4,"44,995","12,808"
09/21/2021,Ages_40-49_yrs,"30,447,808",14.4,14.4,"26,786,914",74.6,65.7,14.4,14.4,1,8.8,14.4,8.3,"270,745","76,258"
09/21/2021,Ages_75+_yrs,"20,479,650",9.7,9.7,"18,626,869",89.4,81.3,10,10,4.3,25.7,10,27.1,"791,791","247,812"
09/21/2021,Race_eth_NHWhite,"89,115,155",56.8,42,"83,345,610",45.2,42.2,58.1,44.7,2.2,68.7,58.1,67.2,"1,858,811","543,724"
09/21/2021,Ages_<5yrs,"7,183",0,0,"2,493",0,0,0,0,0,0,0,0,0,0
09/21/2021,Age_known,"212,060,682",99.9,99.9,"186,505,116",,,99.9,99.9,1.7,99.9,99.9,99.9,"3,084,450","914,268"
09/21/2021,Sex_unknown,"1,899,973",0.9,0.9,"1,420,795",,,0.8,0.8,0.3,0.1,0.8,0.2,"4,369","1,408"
09/21/2021,Race_eth_NHAIAN,"1,368,457",0.9,0.6,"1,177,109",56.2,48.3,0.8,0.6,1.8,0.8,0.8,0.8,"21,155","6,540"
09/21/2021,Ages_12-17_yrs,"14,259,241",6.7,6.7,"11,798,204",56.4,46.6,6.3,6.3,0.2,0.7,6.3,0.6,"20,703","5,228"
09/21/2021,Race_eth_NHMult_Oth,"9,486,407",6.1,4.5,"8,395,509",95,95,5.8,4.5,2.8,8.6,5.8,8.1,"233,007","65,198"
09/21/2021,Ages_<12yrs,"204,978",0.1,0.1,"126,523",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/21/2021,Sex_known,"210,182,636",99.9,99.1,"185,089,759",,,99.9,99.2,1.7,99.9,99.9,99.9,"3,080,081","912,860"
09/21/2021,Race_eth_known,"156,760,117",99.9,73.9,"143,560,684",,,99.9,77,1.9,99.9,99.9,99.9,"2,707,074","808,586"
09/21/2021,US,"212,082,609",,100,"186,510,554",63.9,56.2,,100,1.7,,100,,"3,084,450","914,268"
09/21/2021,Race_eth_NHBlack,"15,393,237",9.8,7.3,"13,498,921",37.3,32.8,9.4,7.2,1.2,6.2,9.4,6.7,"166,699","54,573"
09/21/2021,Race_eth_NHNHOPI,"478,063",0.3,0.2,"431,240",51.5,46.4,0.3,0.2,1.1,0.2,0.3,0.2,"4,895","1,581"
09/20/2021,Ages_<12yrs,"204,936",0.1,0.1,"126,421",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/20/2021,Ages_5-11_yrs,"193,650",0.1,0.1,"122,823",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/20/2021,Sex_Male,"99,695,568",47.5,47.1,"87,403,201",61,53.5,47.3,46.9,1.5,44.9,47.3,44.5,"1,343,699","409,098"
09/20/2021,Race_eth_NHWhite,"89,026,469",56.9,42,"83,220,171",45.1,42.2,58.1,44.7,2.2,68.7,58.1,67.1,"1,804,731","547,292"
09/20/2021,Ages_12-15_yrs,"9,090,578",4.3,4.3,"7,397,042",53.7,43.7,4,4,0.2,0.4,4,0.3,"11,583","3,077"
09/20/2021,Race_eth_known,"156,564,979",99.9,73.9,"143,290,989",,,99.9,77,1.8,99.9,99.9,99.9,"2,628,877","815,450"
09/20/2021,Ages_75+_yrs,"20,469,837",9.7,9.7,"18,617,285",89.4,81.3,10,10,4.1,25.5,10,26.7,"763,717","246,272"
09/20/2021,US,"211,821,368",,100,"186,168,990",63.8,56.1,,100,1.6,,100,,"2,996,019","921,462"
09/20/2021,Ages_65-74_yrs,"30,103,399",14.2,14.2,"27,507,127",94.4,86.3,14.8,14.8,3.4,31.6,14.8,31.7,"945,731","291,656"
09/20/2021,Ages_16-17_yrs,"5,141,262",2.4,2.4,"4,357,038",61.3,51.9,2.3,2.3,0.2,0.3,2.3,0.2,"8,796","2,290"
09/20/2021,Ages_12-17_yrs,"14,231,840",6.7,6.7,"11,754,080",56.2,46.5,6.3,6.3,0.2,0.7,6.3,0.6,"20,379","5,367"
09/20/2021,Race_eth_unknown,"55,252,233",35.3,26.1,"42,875,297",,,29.9,23,0.9,14,29.9,13,"367,142","106,012"
09/20/2021,Ages_50-64_yrs,"52,126,216",24.6,24.6,"46,938,028",81.9,73.7,25.2,25.2,1.5,24,25.2,23.1,"719,231","212,802"
09/20/2021,Sex_known,"209,923,433",99.9,99.1,"184,750,198",,,99.9,99.2,1.6,99.9,99.9,99.9,"2,991,778","920,015"
09/20/2021,Sex_unknown,"1,897,935",0.9,0.9,"1,418,792",,,0.8,0.8,0.3,0.1,0.8,0.2,"4,241","1,447"
09/20/2021,Ages_18-24_yrs,"19,222,572",9.1,9.1,"15,982,555",62.8,52.3,8.6,8.6,0.3,1.5,8.6,1.4,"44,101","13,192"
09/20/2021,Age_unknown,"21,899",0,0,"5,428",,,0,0,0,0,0,0,0,0
09/20/2021,Race_eth_NHMult_Oth,"9,475,236",6.1,4.5,"8,378,314",95,95,5.8,4.5,2.7,8.6,5.8,8.1,"226,708","65,657"
09/20/2021,Race_eth_NHAsian,"10,203,786",6.5,4.8,"9,828,679",53.7,51.7,6.9,5.3,1.3,5,6.9,5.4,"131,200","44,196"
09/20/2021,Ages_25-39_yrs,"45,031,821",21.3,21.3,"38,504,727",65.8,56.3,20.7,20.7,0.6,7.9,20.7,8,"237,648","73,825"
09/20/2021,Age_known,"211,799,469",99.9,99.9,"186,163,562",,,99.9,99.9,1.6,99.9,99.9,99.9,"2,996,019","921,462"
09/20/2021,Ages_40-49_yrs,"30,408,848",14.4,14.4,"26,733,339",74.6,65.5,14.4,14.4,1,8.9,14.4,8.5,"265,212","78,348"
09/20/2021,Ages_<5yrs,"7,176",0,0,"2,492",0,0,0,0,0,0,0,0,0,0
09/20/2021,Sex_Female,"110,227,865",52.5,52,"97,346,997",65.4,57.8,52.7,52.3,1.7,55.1,52.7,55.5,"1,648,079","510,917"
09/20/2021,Race_eth_NHNHOPI,"477,120",0.3,0.2,"430,072",51.4,46.3,0.3,0.2,1.1,0.2,0.3,0.2,"4,768","1,611"
09/20/2021,Race_eth_NHBlack,"15,359,549",9.8,7.3,"13,457,416",37.3,32.7,9.4,7.2,1.2,6.1,9.4,6.7,"161,106","54,684"
09/20/2021,Race_eth_Hispanic,"30,656,682",19.6,14.5,"26,802,116",48.1,42,18.7,14.4,1,10.6,18.7,11.7,"279,934","95,457"
09/20/2021,Race_eth_NHAIAN,"1,366,137",0.9,0.6,"1,174,221",56.1,48.2,0.8,0.6,1.7,0.8,0.8,0.8,"20,430","6,553"
09/19/2021,Ages_5-11_yrs,"193,617",0.1,0.1,"122,718",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/19/2021,Age_known,"211,533,435",99.9,99.9,"185,813,235",,,99.9,99.9,1.6,99.9,99.9,99.9,"2,910,592","928,068"
09/19/2021,Ages_50-64_yrs,"52,081,484",24.6,24.6,"46,873,992",81.8,73.6,25.2,25.2,1.5,24.2,25.2,23.5,"703,439","218,169"
09/19/2021,Sex_known,"209,659,556",99.9,99.1,"184,401,352",,,99.9,99.2,1.6,99.9,99.9,99.9,"2,906,500","926,615"
09/19/2021,Race_eth_Hispanic,"30,602,699",19.6,14.5,"26,727,623",48,41.9,18.7,14.4,1,10.7,18.7,11.8,"272,706","96,817"
09/19/2021,Sex_Male,"99,561,619",47.5,47.1,"87,231,122",60.9,53.4,47.3,46.9,1.5,44.9,47.3,44.4,"1,304,488","411,477"
09/19/2021,Ages_12-17_yrs,"14,203,210",6.7,6.7,"11,709,021",56.1,46.3,6.3,6.3,0.2,0.7,6.3,0.6,"20,020","5,548"
09/19/2021,Race_eth_NHAsian,"10,197,331",6.5,4.8,"9,819,712",53.7,51.7,6.9,5.3,1.3,5,6.9,5.4,"127,053","44,490"
09/19/2021,Ages_16-17_yrs,"5,132,408",2.4,2.4,"4,343,136",61.2,51.8,2.3,2.3,0.2,0.3,2.3,0.3,"8,652","2,378"
09/19/2021,Race_eth_NHNHOPI,"476,001",0.3,0.2,"428,538",51.3,46.1,0.3,0.2,1.1,0.2,0.3,0.2,"4,621","1,621"
09/19/2021,Race_eth_unknown,"55,181,996",35.3,26.1,"42,799,210",,,29.9,23,0.8,14,29.9,13,"357,783","106,885"
09/19/2021,Ages_12-15_yrs,"9,070,802",4.3,4.3,"7,365,885",53.6,43.5,4,4,0.2,0.4,4,0.3,"11,368","3,170"
09/19/2021,Race_eth_known,"156,369,182",99.9,73.9,"143,016,763",,,99.9,77,1.8,99.9,99.9,99.9,"2,552,809","821,183"
09/19/2021,Sex_Female,"110,097,937",52.5,52,"97,170,230",65.3,57.7,52.7,52.3,1.6,55.1,52.7,55.6,"1,602,012","515,138"
09/19/2021,Ages_18-24_yrs,"19,182,486",9.1,9.1,"15,933,638",62.7,52.1,8.6,8.6,0.3,1.5,8.6,1.5,"43,209","13,567"
09/19/2021,Ages_<5yrs,"7,167",0,0,"2,488",0,0,0,0,0,0,0,0,0,0
09/19/2021,Ages_75+_yrs,"20,460,015",9.7,9.7,"18,608,469",89.3,81.2,10,10,4,25.3,10,26.4,"737,422","245,088"
09/19/2021,US,"211,555,308",,100,"185,818,657",63.7,56,,100,1.6,,100,,"2,910,592","928,068"
09/19/2021,Ages_25-39_yrs,"44,945,694",21.2,21.2,"38,396,276",65.7,56.1,20.7,20.7,0.6,8,20.7,8.1,"232,671","75,616"
09/19/2021,Race_eth_NHMult_Oth,"9,463,647",6.1,4.5,"8,359,920",95,95,5.8,4.5,2.6,8.6,5.8,8.1,"220,444","66,183"
09/19/2021,Ages_65-74_yrs,"30,086,500",14.2,14.2,"27,488,378",94.4,86.2,14.8,14.8,3.3,31.4,14.8,31.2,"913,991","289,629"
09/19/2021,Sex_unknown,"1,895,752",0.9,0.9,"1,417,305",,,0.8,0.8,0.3,0.1,0.8,0.2,"4,092","1,453"
09/19/2021,Age_unknown,"21,873",0,0,"5,422",,,0,0,0,0,0,0,0,0
09/19/2021,Race_eth_NHBlack,"15,327,754",9.8,7.2,"13,418,348",37.2,32.6,9.4,7.2,1.2,6.1,9.4,6.7,"155,893","55,309"
09/19/2021,Race_eth_NHWhite,"88,937,651",56.9,42,"83,090,997",45.1,42.1,58.1,44.7,2.1,68.6,58.1,67,"1,752,145","549,955"
09/19/2021,Race_eth_NHAIAN,"1,364,099",0.9,0.6,"1,171,625",56,48.1,0.8,0.6,1.7,0.8,0.8,0.8,"19,947","6,808"
09/19/2021,Ages_<12yrs,"204,889",0.1,0.1,"126,310",0.4,0.3,0.1,0.1,0,0,0,0,0,0
09/19/2021,Ages_40-49_yrs,"30,369,157",14.4,14.4,"26,677,151",74.5,65.4,14.4,14.4,1,8.9,14.4,8.7,"259,840","80,451"
09/18/2021,Ages_40-49_yrs,"30,351,169",14.4,14.4,"26,650,760",74.4,65.3,14.4,14.4,1,8.9,14.4,8.7,"257,949","79,670"
09/18/2021,Ages_5-11_yrs,"193,597",0.1,0.1,"122,690",0.7,0.4,0.1,0.1,0,0,0,0,0,0
09/18/2021,Race_eth_known,"156,279,691",99.9,73.9,"142,887,913",,,99.9,77,1.8,99.9,99.9,99.9,"2,531,989","810,687"
09/18/2021,Race_eth_NHAIAN,"1,363,727",0.9,0.6,"1,171,107",56,48.1,0.8,0.6,1.7,0.8,0.8,0.8,"19,898","6,799"
09/18/2021,Race_eth_NHWhite,"88,900,662",56.9,42,"83,034,741",45,42.1,58.1,44.7,2.1,68.6,58.1,66.9,"1,738,156","542,193"
09/18/2021,Ages_12-15_yrs,"9,057,973",4.3,4.3,"7,344,765",53.6,43.4,4,4,0.2,0.4,4,0.3,"11,245","3,128"
09/18/2021,Race_eth_NHBlack,"15,313,695",9.8,7.2,"13,400,561",37.2,32.5,9.4,7.2,1.2,6.1,9.4,6.8,"154,806","54,738"
09/18/2021,Age_known,"211,413,835",99.9,99.9,"185,648,714",,,99.9,99.9,1.6,99.9,99.9,99.9,"2,887,409","916,473"
09/18/2021,Ages_12-17_yrs,"14,184,906",6.7,6.7,"11,678,613",56.1,46.2,6.3,6.3,0.2,0.7,6.3,0.6,"19,809","5,474"
09/18/2021,Race_eth_NHNHOPI,"475,622",0.3,0.2,"428,016",51.2,46.1,0.3,0.2,1.1,0.2,0.3,0.2,"4,584","1,604"
09/18/2021,Ages_50-64_yrs,"52,063,610",24.6,24.6,"46,847,133",81.8,73.6,25.2,25.2,1.5,24.2,25.3,23.6,"698,344","215,955"
09/18/2021,Ages_75+_yrs,"20,457,207",9.7,9.7,"18,606,237",89.3,81.2,10,10,3.9,25.3,10,26.4,"731,789","242,088"
09/18/2021,Ages_18-24_yrs,"19,163,484",9.1,9.1,"15,910,138",62.7,52,8.6,8.6,0.3,1.5,8.6,1.5,"42,848","13,527"
09/18/2021,Sex_unknown,"1,895,418",0.9,0.9,"1,416,942",,,0.8,0.8,0.3,0.1,0.8,0.2,"4,085","1,448"
09/18/2021,Race_eth_unknown,"55,151,909",35.3,26.1,"42,763,554",,,29.9,23,0.8,14,29.9,13,"355,420","105,786"
09/18/2021,Sex_Male,"99,499,810",47.5,47.1,"87,147,666",60.9,53.3,47.3,46.9,1.5,44.9,47.3,44.4,"1,294,315","406,504"
09/18/2021,Sex_Female,"110,040,476",52.5,52,"97,089,527",65.3,57.6,52.7,52.3,1.6,55.1,52.7,55.6,"1,589,009","508,521"
09/18/2021,Sex_known,"209,540,286",99.9,99.1,"184,237,193",,,99.9,99.2,1.6,99.9,99.9,99.9,"2,883,324","915,025"
